"name","Measure","geo_type_name","geo_entity_id","geo_entity_name","data_valuemessage","avg_Rentprice"
"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",306,"Chelsea - Clinton",6.1,3680.68
"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",308,"Greenwich Village - SoHo",5.7,4011.41666666667
"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",310,"Lower Manhattan",3.6,3503.16666666667
"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",402,"West Queens",4.4,2005.36
"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",404,"Bayside - Little Neck",2.8,2005.36
"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",406,"Fresh Meadows",2.9,2032.29166666667
"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",408,"Jamaica",3,1801.04
"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",410,"Rockaways",2.6,1971.04347826087
"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",502,"Stapleton - St. George",2.3,2245
"Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2)","Average Concentration","UHF42",504,"South Beach - Tottenville",1.8,2390
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",101,"Kingsbridge - Riverdale",30.1,2225.6
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",101,"Kingsbridge - Riverdale",68.3,2225.6
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",102,"Northeast Bronx",58.3,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",102,"Northeast Bronx",114.5,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",103,"Fordham - Bronx Pk",84.1,1659.28571428571
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",103,"Fordham - Bronx Pk",115.8,1659.28571428571
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",104,"Pelham - Throgs Neck",64.8,1627.22222222222
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",104,"Pelham - Throgs Neck",114.6,1627.22222222222
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",105,"Crotona -Tremont",138.6,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",105,"Crotona -Tremont",159.6,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",106,"High Bridge - Morrisania",124,1961
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",106,"High Bridge - Morrisania",171.2,1961
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",107,"Hunts Point - Mott Haven",130.1,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",107,"Hunts Point - Mott Haven",169.4,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",201,"Greenpoint",27,3339.96
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",201,"Greenpoint",42.7,3339.96
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",202,"Downtown - Heights - Slope",51.4,2903.4
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",202,"Downtown - Heights - Slope",77.1,2903.4
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",98.5,2216.8
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",203,"Bedford Stuyvesant - Crown Heights",155.7,2216.8
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",204,"East New York",86.4,2016
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",204,"East New York",136.8,2016
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",205,"Sunset Park",40.5,2145.12
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",205,"Sunset Park",37.7,2145.12
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",206,"Borough Park",11.6,2146.8
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",206,"Borough Park",12.4,2146.8
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",207,"East Flatbush - Flatbush",49.8,2114.84
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",207,"East Flatbush - Flatbush",93.5,2114.84
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",208,"Canarsie - Flatlands",38.3,2197.32
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",208,"Canarsie - Flatlands",79.4,2197.32
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",209,"Bensonhurst - Bay Ridge",12.9,2194
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",209,"Bensonhurst - Bay Ridge",16.9,2194
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",210,"Coney Island - Sheepshead Bay",22.6,2202.5652173913
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",210,"Coney Island - Sheepshead Bay",33.4,2202.5652173913
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",211,"Williamsburg - Bushwick",98.3,1976.83333333333
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",211,"Williamsburg - Bushwick",138.7,1976.83333333333
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",301,"Washington Heights",46.8,2325.4
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",301,"Washington Heights",110.4,2325.4
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",302,"Central Harlem - Morningside Heights",156.1,2737.28
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",302,"Central Harlem - Morningside Heights",292.5,2737.28
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",303,"East Harlem",143.9,2567.32
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",303,"East Harlem",224.8,2567.32
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",304,"Upper West Side",24.3,3442.17391304348
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",304,"Upper West Side",80.5,3442.17391304348
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",305,"Upper East Side",8.5,3399.96
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",305,"Upper East Side",30,3399.96
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",306,"Chelsea - Clinton",28.6,3680.68
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",306,"Chelsea - Clinton",97.8,3680.68
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",307,"Gramercy Park - Murray Hill",19.6,3778.28
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",307,"Gramercy Park - Murray Hill",42.4,3778.28
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",308,"Greenwich Village - SoHo",9.1,4011.41666666667
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",308,"Greenwich Village - SoHo",19.9,4011.41666666667
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",309,"Union Square - Lower East Side",35,3967.64
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",309,"Union Square - Lower East Side",85.8,3967.64
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",310,"Lower Manhattan",26.9,3503.16666666667
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",310,"Lower Manhattan",57.2,3503.16666666667
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",401,"Long Island City - Astoria",12.5,2668.53846153846
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",401,"Long Island City - Astoria",47.4,2668.53846153846
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",402,"West Queens",17.3,2005.36
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",402,"West Queens",61.5,2005.36
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",403,"Flushing - Clearview",11.3,2199.61538461538
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",403,"Flushing - Clearview",38.8,2199.61538461538
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",404,"Bayside - Little Neck",7.5,2005.36
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",404,"Bayside - Little Neck",23.4,2005.36
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",405,"Ridgewood - Forest Hills",16.2,2051.53846153846
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",405,"Ridgewood - Forest Hills",40.4,2051.53846153846
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",406,"Fresh Meadows",21.1,2032.29166666667
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",406,"Fresh Meadows",49.7,2032.29166666667
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",407,"Southwest Queens",27,2130.45454545455
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",407,"Southwest Queens",63.5,2130.45454545455
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",408,"Jamaica",47.7,1801.04
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",408,"Jamaica",103.9,1801.04
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",409,"Southeast Queens",29.7,2535.11538461538
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",409,"Southeast Queens",72.9,2535.11538461538
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",410,"Rockaways",58.8,1971.04347826087
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",410,"Rockaways",135.2,1971.04347826087
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",501,"Port Richmond",57.9,1800
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",501,"Port Richmond",92.9,1800
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",502,"Stapleton - St. George",39.8,2245
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",502,"Stapleton - St. George",73.2,2245
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",503,"Willowbrook",16.2,1593
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",503,"Willowbrook",28,1593
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",504,"South Beach - Tottenville",16.3,2390
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",504,"South Beach - Tottenville",23.6,2390
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",101,"Kingsbridge - Riverdale",26.5,2225.6
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",101,"Kingsbridge - Riverdale",66.2,2225.6
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",102,"Northeast Bronx",42.2,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",102,"Northeast Bronx",79.3,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",103,"Fordham - Bronx Pk",73.6,1659.28571428571
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",103,"Fordham - Bronx Pk",125,1659.28571428571
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",104,"Pelham - Throgs Neck",58.1,1627.22222222222
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",104,"Pelham - Throgs Neck",116,1627.22222222222
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",105,"Crotona -Tremont",127.4,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",105,"Crotona -Tremont",183.9,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",106,"High Bridge - Morrisania",113.1,1961
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",106,"High Bridge - Morrisania",202,1961
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",107,"Hunts Point - Mott Haven",119.1,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",107,"Hunts Point - Mott Haven",206.3,1688.42857142857
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",201,"Greenpoint",26.9,3339.96
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",201,"Greenpoint",58.6,3339.96
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",202,"Downtown - Heights - Slope",43.5,2903.4
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",202,"Downtown - Heights - Slope",95.3,2903.4
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",105.4,2216.8
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",203,"Bedford Stuyvesant - Crown Heights",191.4,2216.8
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",204,"East New York",95,2016
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",204,"East New York",164,2016
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",205,"Sunset Park",39.1,2145.12
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",205,"Sunset Park",59.5,2145.12
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",206,"Borough Park",15.4,2146.8
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",206,"Borough Park",22.7,2146.8
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",207,"East Flatbush - Flatbush",65.9,2114.84
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",207,"East Flatbush - Flatbush",129.2,2114.84
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",208,"Canarsie - Flatlands",49.8,2197.32
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",208,"Canarsie - Flatlands",97.7,2197.32
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",209,"Bensonhurst - Bay Ridge",13.7,2194
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",209,"Bensonhurst - Bay Ridge",24.9,2194
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",210,"Coney Island - Sheepshead Bay",24,2202.5652173913
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",210,"Coney Island - Sheepshead Bay",42.3,2202.5652173913
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",211,"Williamsburg - Bushwick",113.7,1976.83333333333
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",211,"Williamsburg - Bushwick",185.8,1976.83333333333
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",301,"Washington Heights",41.7,2325.4
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",301,"Washington Heights",130.2,2325.4
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",302,"Central Harlem - Morningside Heights",130.4,2737.28
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",302,"Central Harlem - Morningside Heights",269.9,2737.28
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",303,"East Harlem",135.2,2567.32
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",303,"East Harlem",276,2567.32
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",304,"Upper West Side",24.1,3442.17391304348
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",304,"Upper West Side",69.8,3442.17391304348
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",305,"Upper East Side",9.3,3399.96
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",305,"Upper East Side",35.4,3399.96
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",306,"Chelsea - Clinton",24.6,3680.68
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",306,"Chelsea - Clinton",91.6,3680.68
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",307,"Gramercy Park - Murray Hill",19.6,3778.28
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",307,"Gramercy Park - Murray Hill",70,3778.28
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",308,"Greenwich Village - SoHo",8.9,4011.41666666667
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",308,"Greenwich Village - SoHo",24.2,4011.41666666667
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",309,"Union Square - Lower East Side",42.5,3967.64
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",309,"Union Square - Lower East Side",144,3967.64
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",310,"Lower Manhattan",27,3503.16666666667
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",310,"Lower Manhattan",56.8,3503.16666666667
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",401,"Long Island City - Astoria",27.1,2668.53846153846
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",401,"Long Island City - Astoria",75,2668.53846153846
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",402,"West Queens",16.1,2005.36
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",402,"West Queens",72.4,2005.36
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",403,"Flushing - Clearview",10.5,2199.61538461538
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",403,"Flushing - Clearview",40,2199.61538461538
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",404,"Bayside - Little Neck",7.8,2005.36
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",404,"Bayside - Little Neck",27.5,2005.36
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",405,"Ridgewood - Forest Hills",16.6,2051.53846153846
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",405,"Ridgewood - Forest Hills",56.3,2051.53846153846
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",406,"Fresh Meadows",20.7,2032.29166666667
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",406,"Fresh Meadows",60.9,2032.29166666667
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",407,"Southwest Queens",35,2130.45454545455
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",407,"Southwest Queens",89,2130.45454545455
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",408,"Jamaica",54.1,1801.04
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",408,"Jamaica",144.7,1801.04
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",409,"Southeast Queens",35.5,2535.11538461538
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",409,"Southeast Queens",90.2,2535.11538461538
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",410,"Rockaways",59.7,1971.04347826087
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",410,"Rockaways",137.4,1971.04347826087
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",501,"Port Richmond",84.7,1800
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",501,"Port Richmond",118.8,1800
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",502,"Stapleton - St. George",58.1,2245
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",502,"Stapleton - St. George",101.7,2245
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",503,"Willowbrook",22.3,1593
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",503,"Willowbrook",47.3,1593
"O3-Attributable Asthma ED Visits","Rate- 18 Yrs and Older","UHF42",504,"South Beach - Tottenville",15.9,2390
"O3-Attributable Asthma ED Visits","Rate- Children 0 to 17 Yrs Old","UHF42",504,"South Beach - Tottenville",29.8,2390
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",101,"Kingsbridge - Riverdale",6.3,2225.6
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",101,"Kingsbridge - Riverdale",19.4,2225.6
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",102,"Northeast Bronx",9,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",102,"Northeast Bronx",28.1,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",103,"Fordham - Bronx Pk",14.4,1659.28571428571
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",103,"Fordham - Bronx Pk",34.5,1659.28571428571
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",104,"Pelham - Throgs Neck",10.2,1627.22222222222
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",104,"Pelham - Throgs Neck",28,1627.22222222222
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",105,"Crotona -Tremont",18.9,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",105,"Crotona -Tremont",36,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",106,"High Bridge - Morrisania",18.5,1961
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",106,"High Bridge - Morrisania",35.1,1961
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",107,"Hunts Point - Mott Haven",19.4,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",107,"Hunts Point - Mott Haven",35.9,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",201,"Greenpoint",5.8,3339.96
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",201,"Greenpoint",9.5,3339.96
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",202,"Downtown - Heights - Slope",7.9,2903.4
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",202,"Downtown - Heights - Slope",16.5,2903.4
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",15.1,2216.8
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",203,"Bedford Stuyvesant - Crown Heights",37.9,2216.8
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",204,"East New York",12.1,2016
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"East New York",31.4,2016
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",205,"Sunset Park",6.4,2145.12
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",205,"Sunset Park",8.8,2145.12
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",206,"Borough Park",3.3,2146.8
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",206,"Borough Park",3.9,2146.8
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",207,"East Flatbush - Flatbush",7.2,2114.84
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",207,"East Flatbush - Flatbush",27.6,2114.84
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",208,"Canarsie - Flatlands",5.8,2197.32
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",208,"Canarsie - Flatlands",17.6,2197.32
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",209,"Bensonhurst - Bay Ridge",2.7,2194
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",209,"Bensonhurst - Bay Ridge",4.3,2194
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",210,"Coney Island - Sheepshead Bay",5.9,2202.5652173913
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",210,"Coney Island - Sheepshead Bay",7.5,2202.5652173913
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",211,"Williamsburg - Bushwick",19.8,1976.83333333333
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",211,"Williamsburg - Bushwick",40.1,1976.83333333333
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",301,"Washington Heights",6.6,2325.4
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",301,"Washington Heights",12.9,2325.4
